"Line Downtime Original Reason","Line Downtime Reason","Line State Duration","Scheduled Shift","Scheduled Shift Start Date Time","Line Downtime Equipment Name"
"","","5541.950000000001","B1","2022-11-08 07:00:00.000",""
"","","5543.983333333334","D1","2022-11-08 19:00:00.000",""
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","53.53333333333333","B1","2022-11-08 07:00:00.000","7102"
"Unplanned Downtime","HLSO Delivery","61.31666666666667","B1","2022-11-08 07:00:00.000","7102"
"Unplanned Downtime","HLJ0 Sheeter jam up","48.483333333333334","B1","2022-11-08 07:00:00.000","7102"
"Unplanned Downtime","PQ80 Web Break","48.733333333333334","B1","2022-11-08 07:00:00.000","7102"
"Unplanned Downtime","Unplanned Downtime","3.6333333333333333","B1","2022-11-08 07:00:00.000","7102"
"Unplanned Downtime","HLSO Delivery","118.23333333333333","D1","2022-11-08 19:00:00.000","7102"
"Unplanned Downtime","HLJ0 Sheeter jam up","11.866666666666667","D1","2022-11-08 19:00:00.000","7102"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","52.983333333333334","B1","2022-11-08 07:00:00.000","7104"
"Unplanned Downtime","HLSO Delivery","3.1166666666666667","B1","2022-11-08 07:00:00.000","7104"
"Unplanned Downtime","Unplanned Downtime","3.05","B1","2022-11-08 07:00:00.000","7104"
"Unplanned Downtime","HLJ0 Sheeter jam up","8.533333333333333","B1","2022-11-08 07:00:00.000","7104"
"Unplanned Downtime","HLJ0 Sheeter jam up","15.633333333333333","D1","2022-11-08 19:00:00.000","7104"
"Unplanned Downtime","PQ80 Web Break","17.683333333333334","D1","2022-11-08 19:00:00.000","7104"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","60.81666666666667","B1","2022-11-08 07:00:00.000","7201"
"Unplanned Downtime","PQBW Blanket Wash Normal","52.766666666666666","B1","2022-11-08 07:00:00.000","7201"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","15.866666666666667","B1","2022-11-08 07:00:00.000","7201"
"Unplanned Downtime","PQ39 Voids Hickies Blk Smash","29.05","B1","2022-11-08 07:00:00.000","7201"
"Unplanned Downtime","Q05 Trials - Experimental","81.1","B1","2022-11-08 07:00:00.000","7201"
"Unplanned Downtime","PQBE Blanket Problems","14.266666666666667","B1","2022-11-08 07:00:00.000","7201"
"Unplanned Downtime","PLF Feeder - Press Crew","2.55","B1","2022-11-08 07:00:00.000","7201"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","125.13333333333334","D1","2022-11-08 19:00:00.000","7201"
"Unplanned Downtime","PQBW Blanket Wash Normal","30.216666666666665","D1","2022-11-08 19:00:00.000","7201"
"Unplanned Downtime","SQ01 Waiting on info - Schedule Change","8.616666666666667","D1","2022-11-08 19:00:00.000","7201"
"Unplanned Downtime","PLD0 Mechanical Delivery","2.0","D1","2022-11-08 19:00:00.000","7201"
"Unplanned Downtime","PLST Sheet Transfer","4.433333333333334","D1","2022-11-08 19:00:00.000","7201"
"Unplanned Downtime","LOEC Electrical Console","31.95","D1","2022-11-08 19:00:00.000","7201"
"Unplanned Downtime","PQBE Blanket Problems","41.25","D1","2022-11-08 19:00:00.000","7201"
"Unplanned Downtime","PQ06 Coating Stickers","6.316666666666666","D1","2022-11-08 19:00:00.000","7201"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","51.06666666666667","1","2022-11-08 07:00:00.000","7206"
"","","4985.500000000001","1","2022-11-08 07:00:00.000",""
"Unplanned Downtime","PLG5 Feeder Trips   Operator","6.566666666666666","1","2022-11-08 07:00:00.000","7206"
"Unplanned Downtime","PQBW Blanket Wash Normal","40.5","1","2022-11-08 07:00:00.000","7206"
"Unplanned Downtime","LOEC Electrical Console","3.4833333333333334","1","2022-11-08 07:00:00.000","7206"
"Unplanned Downtime","PLRP Rollers  Print Coat press crew","30.333333333333332","1","2022-11-08 07:00:00.000","7206"
"","","5092.766666666667","2","2022-11-08 15:00:00.000",""
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","53.93333333333333","2","2022-11-08 15:00:00.000","7206"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","10.716666666666667","2","2022-11-08 15:00:00.000","7206"
"Unplanned Downtime","PLG1 Head Stops - Eyes","3.3333333333333335","2","2022-11-08 15:00:00.000","7206"
"Unplanned Downtime","PQBE Blanket Problems","32.083333333333336","2","2022-11-08 15:00:00.000","7206"
"","","5036.116666666666","3","2022-11-08 23:00:00.000",""
"Unplanned Downtime","PQBW Blanket Wash Normal","51.4","3","2022-11-08 23:00:00.000","7206"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","31.75","3","2022-11-08 23:00:00.000","7206"
"Unplanned Downtime","PLRP Rollers  Print Coat press crew","34.583333333333336","3","2022-11-08 23:00:00.000","7206"
"Unplanned Downtime","PQBE Blanket Problems","35.88333333333333","3","2022-11-08 23:00:00.000","7206"
"Unplanned Downtime","PQ06 Coating Stickers","28.783333333333335","3","2022-11-08 23:00:00.000","7206"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","84.81666666666666","B1","2022-11-08 07:00:00.000","7204"
"Unplanned Downtime","PQ06 Coating Stickers","111.66666666666667","B1","2022-11-08 07:00:00.000","7204"
